profit = 13755800

x [*,*]
:       1       2            3            4       5      6          7       8 :=
SH074   146.039    146.039    146.039    146.039    146.039    146.039
SH075   219.78     219.78     219.78     219.78     219.78     219.78
SH076   229.191    229.191    229.191    229.191    229.191    229.191
SH077   181.179    181.179    181.179    181.179    181.179    181.179
SH078   133.865    133.865    133.865    133.865    133.865    133.865
SH079   162.983    162.983    162.983    162.983    162.983    162.983
SH080   218.392    218.392    218.392    218.392    218.392    218.392
SH081   177.44     177.44     177.44     177.44     177.44     177.44
SH082   216.123    216.123    216.123    216.123    216.123    216.123
SH083   160.376    160.376    160.376    160.376    160.376    160.376
SH084   211        211        211        211        211        211
SH085   111.822    111.822    111.822    111.822    111.822    111.822
SH086   164.914    164.914    164.914    164.914    164.914    164.914
SH087   157.102    157.102    157.102    157.102    157.102    157.102
SH088   159.918    159.918    159.918    159.918    159.918    159.918
SH089   101.857    101.857    101.857    101.857    101.857    101.857
SH090   119.94     119.94     119.94     119.94     119.94     119.94
SH091   124.169    124.169    124.169    124.169    124.169    124.169
SH092   166.042    166.042    166.042    166.042    166.042    166.042
SH093   217.976    217.976    217.976    217.976    217.976    217.976
SH094   211.924    211.924    211.924    211.924    211.924    211.924
SH095   166.589    166.589    166.589    166.589    166.589    166.589
SH096   214.591    214.591    214.591    214.591    214.591    214.591
SH097   146.335    146.335    146.335    146.335    146.335    146.335
SH098   204.567    204.567    204.567    204.567    204.567    204.567
SH099   157.389    157.389    157.389    157.389    157.389    157.389
SH100   187.406    187.406    187.406    187.406    187.406    187.406
SH101   206.118    206.118    206.118    206.118    206.118    206.118
SH102   218.735    218.735    218.735    218.735    218.735    218.735
SH103   134.141    134.141    134.141    134.141    134.141    134.141
SH104   204.108    204.108    204.108    204.108    204.108    204.108
SH105   197.361    197.361    197.361    197.361    197.361    197.361
SH106   169.298    169.298    169.298    169.298    169.298    169.298
SH107   213.223    213.223    213.223    213.223    213.223    213.223
SH108   230.024    230.024    230.024    230.024    230.024    230.024
SH109   126.821    126.821    126.821    126.821    126.821    126.821
SH110   210.012    210.012    210.012    210.012    210.012    210.012
SH111   173.36     173.36     173.36     173.36     173.36     173.36
SH112   111.035    111.035    111.035    111.035    111.035    111.035
SH113   216.602    216.602    216.602    216.602    216.602    216.602
SH114   207.895    207.895    207.895    207.895    207.895    207.895
SH115   116.235    116.235    116.235    116.235    116.235    116.235
SH116   159.125    159.125    159.125    159.125    159.125    159.125
SH117   194.106    194.106    194.106    194.106    194.106    194.106
SH118   158.343    158.343    158.343    158.343    158.343    158.343
SH119   209.789    209.789    209.789    209.789    209.789    209.789
SH120   154.788    154.788    154.788    154.788    154.788    154.788
SH121   252.751    252.751    252.751    252.751    252.751    252.751
SH122   161.579    161.579    161.579    161.579    161.579    161.579
SH123   257.585    257.585    257.585    257.585    257.585    257.585
SH124   143.667    143.667    143.667    143.667    143.667    143.667
SH125   218.415    218.415    218.415    218.415    218.415    218.415
SH126   167.962    167.962    167.962    167.962    167.962    167.962
SH127   132.706    132.706    132.706    132.706    132.706    132.706
SH128   109.639    109.639    109.639    109.639    109.639    109.639
SH129   169.666    169.666    169.666    169.666    169.666    169.666
SH130   132.827    132.827    132.827    132.827    132.827    132.827
SH131   153.211    153.211    153.211    153.211    153.211    153.211
SH132   170.448    170.448    170.448    170.448    170.448    170.448
SH133   166.568    166.568    166.568    166.568    166.568    166.568
SH134   128.571    128.571    128.571    128.571    128.571    128.571
SH135   126.82     126.82     126.82     126.82     126.82     126.82
SH136   136.83     136.83     136.83     136.83     136.83     136.83
SH137   136.165    136.165    136.165    136.165    136.165    136.165
SH138   176.653    176.653    176.653    176.653    176.653    176.653
SH139   193.208    193.208    193.208    193.208    193.208    193.208
SH140   222.992    222.992    222.992    222.992    222.992    222.992
SH141   131.587    131.587    131.587    131.587    131.587    131.587
SH142   146.763    146.763    146.763    146.763    146.763    146.763
SH143   145.797    145.797    145.797    145.797    145.797    145.797
SH144   104.777    104.777    104.777    104.777    104.777    104.777
SH145   130.091    130.091    130.091    130.091    130.091    130.091
SH146   133.33     133.33     133.33     133.33     133.33     133.33
SH147   169.832    169.832    169.832    169.832    169.832    169.832
SH148   194.966    194.966    194.966    194.966    194.966    194.966
SH149   160.889    160.889    160.889    160.889    160.889    160.889
SH150   114.431    114.431    114.431    114.431    114.431    114.431
SH151   209.24     209.24     209.24     209.24     209.24     209.24
SH152   167.809    167.809    167.809    167.809    167.809    167.809
SH153   161.639    161.639    161.639    161.639    161.639    161.639
SH154   220.184    220.184    220.184    220.184    220.184    220.184
SH155   131.805    131.805    131.805    131.805    131.805    131.805
SH156   113.843    113.843    113.843    113.843    113.843    113.843
SH157   113.539    113.539    113.539    113.539    113.539    113.539
SH158   125.739    125.739    125.739    125.739    125.739    125.739
SH159   141.456    141.456    141.456    141.456    141.456    141.456
SH160   120.053    120.053    120.053    120.053    120.053    120.053
SH161   108.113    108.113    108.113    108.113    108.113    108.113
SH162    63.7841    63.7841    63.7841    63.7841    63.7841    63.7841
SH163   124.2      124.2      124.2      124.2      124.2      124.2
SH164   184.506    184.506    184.506    184.506    184.506    184.506
SH165   144.432    144.432    144.432    144.432    144.432    144.432
SH166   162.365    162.365    162.365    162.365    162.365    162.365
SH167   100.084    100.084    100.084    100.084    100.084    100.084
SH168   155.513    155.513    155.513    155.513    155.513    155.513
SH169   221.78     221.78     221.78     221.78     221.78     221.78
SH170   108.757    108.757    108.757    108.757    108.757    108.757
SH171   190.488    190.488    190.488    190.488    190.488    190.488
SH172   141.066    141.066    141.066    141.066    141.066    141.066
SH173   171.864    171.864    171.864    171.864    171.864    171.864
SH174   241.276    241.276    241.276    241.276    241.276    241.276
SH175   155.383    155.383    155.383    155.383    155.383    155.383
SH176   128.293    128.293    128.293    128.293    128.293    128.293
SH177   111.817    111.817    111.817    111.817    111.817    111.817
SH178   120.397    120.397    120.397    120.397    120.397    120.397
SH179   128.733    128.733    128.733    128.733    128.733    128.733
SH180   114.353    114.353    114.353    114.353    114.353    114.353
SH181   141.174    141.174    141.174    141.174    141.174    141.174
SH182   145.977    145.977    145.977    145.977    145.977    145.977
SH183   192.212    192.212    192.212    192.212    192.212    192.212
SH184   208.709    208.709    208.709    208.709    208.709    208.709
SH185   198.126    198.126    198.126    198.126    198.126    198.126
SH186    88.5931    88.5931    88.5931    88.5931    88.5931    88.5931
SH187   252.169    252.169    252.169    252.169    252.169    252.169
SH188    94.5357    94.5357    94.5357    94.5357    94.5357    94.5357
SH189   156.265    156.265    156.265    156.265    156.265    156.265
SH190   175.363    175.363    175.363    175.363    175.363    175.363
SH191   178.225    178.225    178.225    178.225    178.225    178.225
SH192   124.033    124.033    124.033    124.033    124.033    124.033
SH193   188.617    188.617    188.617    188.617    188.617    188.617
SH194   266.47     266.47     266.47     266.47     266.47     266.47
SH195   175.874    175.874    175.874    175.874    175.874    175.874
SH196   239.235    239.235    239.235    239.235    239.235    239.235
SH197   151.434    151.434    151.434    151.434    151.434    151.434
SH198    98.5856    98.5856    98.5856    98.5856    98.5856    98.5856
SH199   156.892    156.892    156.892    156.892    156.892    156.892
SH200   133.596    133.596    133.596    133.596    133.596    133.596
SH201   179.156    179.156    179.156    179.156    179.156    179.156
SH202   192.724    192.724    192.724    192.724    192.724    192.724
SH203   133.084    133.084    133.084    133.084    133.084    133.084
SH204   181.234    181.234    181.234    181.234    181.234    181.234
SH205   152.725    152.725    152.725    152.725    152.725    152.725
SH206   199.082    199.082    199.082    199.082    199.082    199.082
SH207   161.332    161.332    161.332    161.332    161.332    161.332
SH208   200.838    200.838    200.838    200.838    200.838    200.838
SH209   179.403    179.403    179.403    179.403    179.403    179.403
SH210   169.783    169.783    169.783    169.783    169.783    169.783
SH211   121.948    121.948    121.948    121.948    121.948    121.948
SH212   160.622    160.622    160.622    160.622    160.622    160.622
SH213   175.985    175.985    175.985    175.985    175.985    175.985
SH214   236.488    236.488    236.488    236.488    236.488    236.488
SH215   138.517    138.517    138.517    138.517    138.517    138.517
SH216   142.842    142.842    142.842    142.842    142.842    142.842
SH217   180.853    180.853    180.853    180.853    180.853    180.853
SH218   177.763    177.763    177.763    177.763    177.763    177.763
SH219   216.83     216.83     216.83     216.83     216.83     216.83
SH220   148.087    148.087    148.087    148.087    148.087    148.087
SH221   180.34     180.34     180.34     180.34     180.34     180.34
SH222   253.201    253.201    253.201    253.201    253.201    253.201
SH223   151.141    151.141    151.141    151.141    151.141    151.141
SH224   218.004    218.004    218.004    218.004    218.004    218.004
SH225   244.882    244.882    244.882    244.882    244.882    244.882
SH226   183.144    183.144    183.144    183.144    183.144    183.144
SH227   129.481    129.481    129.481    129.481    129.481    129.481
SH228   179.214    179.214    179.214    179.214    179.214    179.214
SH229   161.868    161.868    161.868    161.868    161.868    161.868
SH230   132.593    132.593    132.593    132.593    132.593    132.593
SH231   222.019    222.019    222.019    222.019    222.019    222.019
SH232   151.655    151.655    151.655    151.655    151.655    151.655
SH233   212.663    212.663    212.663    212.663    212.663    212.663
SH234   236.539    236.539    236.539    236.539    236.539    236.539
SH235   160.515    160.515    160.515    160.515    160.515    160.515
SH236    97.1327    97.1327    97.1327    97.1327    97.1327    97.1327
SH237   122.918    122.918    122.918    122.918    122.918    122.918
SH238   298.896    298.896    298.896    298.896    298.896    298.896
SH239   133.572    133.572    133.572    133.572    133.572    133.572
SH240   118.645    118.645    118.645    118.645    118.645    118.645
SH241   211.626    211.626    211.626    211.626    211.626    211.626
SH242   218.974    218.974    218.974    218.974    218.974    218.974
SH243   125.127    125.127    125.127    125.127    125.127    125.127
SH244    85.0445    85.0445    85.0445    85.0445    85.0445    85.0445
SH245   174.558    174.558    174.558    174.558    174.558    174.558
SH246   257.239    257.239    257.239    257.239    257.239    257.239
SH247    92.0134    92.0134    92.0134    92.0134    92.0134    92.0134
SH248   276.607    276.607    276.607    276.607    276.607    276.607
SH249    87.2229    87.2229    87.2229    87.2229    87.2229    87.2229
SH250   118.644    118.644    118.644    118.644    118.644    118.644
SH251   186.21     186.21     186.21     186.21     186.21     186.21
SH252   125.851    125.851    125.851    125.851    125.851    125.851
SH253   213.498    213.498    213.498    213.498    213.498    213.498
SH254   103.733    103.733    103.733    103.733    103.733    103.733
SH255   101.073    101.073    101.073    101.073    101.073    101.073
SH256   113.969    113.969    113.969    113.969    113.969    113.969
SH257   179.732    179.732    179.732    179.732    179.732    179.732
SH258   162.344    162.344    162.344    162.344    162.344    162.344
SH259   252.195    252.195    252.195    252.195    252.195    252.195
SH260   211.336    211.336    211.336    211.336    211.336    211.336
SH261   152.72     152.72     152.72     152.72     152.72     152.72
SH262   189.087    189.087    189.087    189.087    189.087    189.087
SH263   128.605    128.605    128.605    128.605    128.605    128.605
SH264   140.422    140.422    140.422    140.422    140.422    140.422
SH265   175.004    175.004    175.004    175.004    175.004    175.004
SH266   125.2      125.2      125.2      125.2      125.2      125.2
SH267   205.746    205.746    205.746    205.746    205.746    205.746
SH268   112.151    112.151    112.151    112.151    112.151    112.151
SH269   189.848    189.848    189.848    189.848    189.848    189.848
SH270   177.483    177.483    177.483    177.483    177.483    177.483
SH271   154.468    154.468    154.468    154.468    154.468    154.468
SH272   135.259    135.259    135.259    135.259    135.259    135.259
SH273   196.815    196.815    196.815    196.815    196.815    196.815
SH274   184.649    184.649    184.649    184.649    184.649    184.649
SH275   196.665    196.665    196.665    196.665    196.665    196.665
SH276   257.624    257.624    257.624    257.624    257.624    257.624
SH277   188.696    188.696    188.696    188.696    188.696    188.696
SH278   181.881    181.881    181.881    181.881    181.881    181.881
SH279   172.592    172.592    172.592    172.592    172.592    172.592
SH280   216.153    216.153    216.153    216.153    216.153    216.153
SH281   222.167    222.167    222.167    222.167    222.167    222.167
SH282   181.584    181.584    181.584    181.584    181.584    181.584
SH283   130.2      130.2      130.2      130.2      130.2      130.2
SH284   132.876    132.876    132.876    132.876    132.876    132.876
SH285   219.117    219.117    219.117    219.117    219.117    219.117
SH286   130.178    130.178    130.178    130.178    130.178    130.178
SH287   163.394    163.394    163.394    163.394    163.394    163.394
SH288   219.506    219.506    219.506    219.506    219.506    219.506
SH289   162.103    162.103    162.103    162.103    162.103    162.103
SH290   187.367    187.367    187.367    187.367    187.367    187.367
SH291   224.396    224.396    224.396    224.396    224.396    224.396
SH292   199.168    199.168    199.168    199.168    199.168    199.168
SH293    80.2981    80.2981    80.2981    80.2981    80.2981    80.2981
SH294   157.956    157.956    157.956    157.956    157.956    157.956
SH295   139.435    139.435    139.435    139.435    139.435    139.435
SH296   112.869    112.869    112.869    112.869    112.869    112.869
SH297   124.659    124.659    124.659    124.659    124.659    124.659
SH298   127.596    127.596    127.596    127.596    127.596    127.596
SH299   206.629    206.629    206.629    206.629    206.629    206.629
SH300   135.821    135.821    135.821    135.821    135.821    135.821
SH301   132.987    132.987    132.987    132.987    132.987    132.987
SH302   123.87     123.87     123.87     123.87     123.87     123.87
SH303   152.911    152.911    152.911    152.911    152.911    152.911
SH304   133.851    133.851    133.851    133.851    133.851    133.851
SH305   137.337    137.337    137.337    137.337    137.337    137.337
SH306   140.294    140.294    140.294    140.294    140.294    140.294
SH307   183.297    183.297    183.297    183.297    183.297    183.297
SH308   148.891    148.891    148.891    148.891    148.891    148.891
SH309    97.9273    97.9273    97.9273    97.9273    97.9273    97.9273
SH310   155.347    155.347    155.347    155.347    155.347    155.347
SH311   113.514    113.514    113.514    113.514    113.514    113.514
SH312   121.825    121.825    121.825    121.825    121.825    121.825
SH313   177.211    177.211    177.211    177.211    177.211    177.211
SH314   142.886    142.886    142.886    142.886    142.886    142.886
SH315   188.744    188.744    188.744    188.744    188.744    188.744
SH316   199.404    199.404    199.404    199.404    199.404    199.404
SH317   174.728    174.728    174.728    174.728    174.728    174.728
SH318   111.137    111.137    111.137    111.137    111.137    111.137
SH319   203.83     203.83     203.83     203.83     203.83     203.83
SH320   167.496    167.496    167.496    167.496    167.496    167.496
SH321   205.056    205.056    205.056    205.056    205.056    205.056
SH322   191.739    191.739    191.739    191.739    191.739    191.739
SH323   211.265    211.265    211.265    211.265    211.265    211.265
SH324   149.777    149.777    149.777    149.777    149.777    149.777
SH325    64.1633    64.1633    64.1633    64.1633    64.1633    64.1633
SH326   170.65     170.65     170.65     170.65     170.65     170.65
SH327   158.577    158.577    158.577    158.577    158.577    158.577
SH328   214.377    214.377    214.377    214.377    214.377    214.377
SH329   174.738    174.738    174.738    174.738    174.738    174.738
SH330   203.559    203.559    203.559    203.559    203.559    203.559
SH331    99.7033    99.7033    99.7033    99.7033    99.7033    99.7033
SH332   188.965    188.965    188.965    188.965    188.965    188.965
SH333   191.772    191.772    191.772    191.772    191.772    191.772
SH334   126.414    126.414    126.414    126.414    126.414    126.414
SH335   152.674    152.674    152.674    152.674    152.674    152.674
SH336   151.335    151.335    151.335    151.335    151.335    151.335
SH337   132.916    132.916    132.916    132.916    132.916    132.916
SH338   144.172    144.172    144.172    144.172    144.172    144.172
SH339   217.751    217.751    217.751    217.751    217.751    217.751
SH340   191.756    191.756    191.756    191.756    191.756    191.756
SH341   181.441    181.441    181.441    181.441    181.441    181.441
SH342   175.434    175.434    175.434    175.434    175.434    175.434
SH343   189.427    189.427    189.427    189.427    189.427    189.427
SH344   167.642    167.642    167.642    167.642    167.642    167.642
SH345   141.827    141.827    141.827    141.827    141.827    141.827
SH346   210.165    210.165    210.165    210.165    210.165    210.165
SH347   233.584    233.584    233.584    233.584    233.584    233.584
SH348   148.316    148.316    148.316    148.316    148.316    148.316
SH349   106.95     106.95     106.95     106.95     106.95     106.95
SH350   211.294    211.294    211.294    211.294    211.294    211.294
SH351   204.947    204.947    204.947    204.947    204.947    204.947
SH352   164.003    164.003    164.003    164.003    164.003    164.003
SH353   131.033    131.033    131.033    131.033    131.033    131.033
SH354   209.453    209.453    209.453    209.453    209.453    209.453
SH355   146.835    146.835    146.835    146.835    146.835    146.835
SH356   155.68     155.68     155.68     155.68     155.68     155.68
SH357   266.043    266.043    266.043    266.043    266.043    266.043
SH358   180.268    180.268    180.268    180.268    180.268    180.268
SH359   207.896    207.896    207.896    207.896    207.896    207.896
SH360   171.527    171.527    171.527    171.527    171.527    171.527
SH361   165.671    165.671    165.671    165.671    165.671    165.671
SH362   183.052    183.052    183.052    183.052    183.052    183.052
SH363   102.405    102.405    102.405    102.405    102.405    102.405
SH364   208.625    208.625    208.625    208.625    208.625    208.625
SH365   177.186    177.186    177.186    177.186    177.186    177.186
SH366   183.01     183.01     183.01     183.01     183.01     183.01
SH367   214.608    214.608    214.608    214.608    214.608    214.608
SH368   199.576    199.576    199.576    199.576    199.576    199.576
SH369   113.825    113.825    113.825    113.825    113.825    113.825
SH370   180.76     180.76     180.76     180.76     180.76     180.76
SH371   185.511    185.511    185.511    185.511    185.511    185.511
SH372   184.926    184.926    184.926    184.926    184.926    184.926
SH373   113.463    113.463    113.463    113.463    113.463    113.463
SH374   226.345    226.345    226.345    226.345    226.345    226.345
SH375   170.38     170.38     170.38     170.38     170.38     170.38
SH376   163.329    163.329    163.329    163.329    163.329    163.329
SH377   115.742    115.742    115.742    115.742    115.742    115.742
SH378   102.042    102.042    102.042    102.042    102.042    102.042
SH379   206.173    206.173    206.173    206.173    206.173    206.173
SH380   126.484    126.484    126.484    126.484    126.484    126.484
SH381   142.57     142.57     142.57     142.57     142.57     142.57
SH382    94.1512    94.1512    94.1512    94.1512    94.1512    94.1512
SH383   230.502    230.502    230.502    230.502    230.502    230.502
SH384   175.227    175.227    175.227    175.227    175.227    175.227
SH385   159.921    159.921    159.921    159.921    159.921    159.921
SH386   237.994    237.994    237.994    237.994    237.994    237.994
SH387   212.117    212.117    212.117    212.117    212.117    212.117
SH388   205.04     205.04     205.04     205.04     205.04     205.04
SH389   154.065    154.065    154.065    154.065    154.065    154.065
SH390   179.795    179.795    179.795    179.795    179.795    179.795
SH391   133.438    133.438    133.438    133.438    133.438    133.438
SH392   110.739    110.739    110.739    110.739    110.739    110.739
SH393   207.717    207.717    207.717    207.717    207.717    207.717
SH394    99.9568    99.9568    99.9568    99.9568    99.9568    99.9568
SH395   161.882    161.882    161.882    161.882    161.882    161.882
SH396   164.701    164.701    164.701    164.701    164.701    164.701
SH397   206.534    206.534    206.534    206.534    206.534    206.534
SH398   177.31     177.31     177.31     177.31     177.31     177.31
SH399   199.028    199.028    199.028    199.028    199.028    199.028
SH400   173.435    173.435    173.435    173.435    173.435    173.435
SH401   136.41     136.41     136.41     136.41     136.41     136.41
SH402   180.136    180.136    180.136    180.136    180.136    180.136
SH403   116.386    116.386    116.386    116.386    116.386    116.386
SH404   133.553    133.553    133.553    133.553    133.553    133.553
SH405   126.468    126.468    126.468    126.468    126.468    126.468
SH406    93.3703    93.3703    93.3703    93.3703    93.3703    93.3703
SH407   155.257    155.257    155.257    155.257    155.257    155.257
SH408   216.695    216.695    216.695    216.695    216.695    216.695
SH409   160.255    160.255    160.255    160.255    160.255    160.255
SH410   263.973    263.973    263.973    263.973    263.973    263.973
SH411   235.947    235.947    235.947    235.947    235.947    235.947
SH412   140.616    140.616    140.616    140.616    140.616    140.616
SH413   222.38     222.38     222.38     222.38     222.38     222.38
SH414   164.934    164.934    164.934    164.934    164.934    164.934
SH415   103.071    103.071    103.071    103.071    103.071    103.071
SH416   162.708    162.708    162.708    162.708    162.708    162.708
SH417   261.316    261.316    261.316    261.316    261.316    261.316
SH418   174.923    174.923    174.923    174.923    174.923    174.923
SH419   148.166    148.166    148.166    148.166    148.166    148.166
SH420   142.229    142.229    142.229    142.229    142.229    142.229
SH421   188.769    188.769    188.769    188.769    188.769    188.769
SH422   183.46     183.46     183.46     183.46     183.46     183.46
SH423   176.754    176.754    176.754    176.754    176.754    176.754
SH424   178.201    178.201    178.201    178.201    178.201    178.201
SH425   210.895    210.895    210.895    210.895    210.895    210.895
SH426   134.781    134.781    134.781    134.781    134.781    134.781
SH427   148.765    148.765    148.765    148.765    148.765    148.765
SH428   122.477    122.477    122.477    122.477    122.477    122.477
SH429   156.71     156.71     156.71     156.71     156.71     156.71
SH430   133.658    133.658    133.658    133.658    133.658    133.658
SH431   173.835    173.835    173.835    173.835    173.835    173.835
SH432   182.26     182.26     182.26     182.26     182.26     182.26
SH433   183.115    183.115    183.115    183.115    183.115    183.115
SH434   150.674    150.674    150.674    150.674    150.674    150.674
SH435   159.712    159.712    159.712    159.712    159.712    159.712
SH436   176.862    176.862    176.862    176.862    176.862    176.862
SH437   125.699    125.699    125.699    125.699    125.699    125.699
SH438   167.123    167.123    167.123    167.123    167.123    167.123
SH439   190.754    190.754    190.754    190.754    190.754    190.754
SH440   223.304    223.304    223.304    223.304    223.304    223.304
SH441   165.661    165.661    165.661    165.661    165.661    165.661
SH442   175.253    175.253    175.253    175.253    175.253    175.253
SH443   116.456    116.456    116.456    116.456    116.456    116.456
SH444   186.623    186.623    186.623    186.623    186.623    186.623
SH445   149.478    149.478    149.478    149.478    149.478    149.478
SH446   236.692    236.692    236.692    236.692    236.692    236.692
SH447   114.609    114.609    114.609    114.609    114.609    114.609
SH448   137.845    137.845    137.845    137.845    137.845    137.845
SH449   226.087    226.087    226.087    226.087    226.087    226.087
SH450   144.205    144.205    144.205    144.205    144.205    144.205
SH451   180.89     180.89     180.89     180.89     180.89     180.89
SH452   115.137    115.137    115.137    115.137    115.137    115.137
SH453   172.651    172.651    172.651    172.651    172.651    172.651
SH454   175.852    175.852    175.852    175.852    175.852    175.852
SH455   123.881    123.881    123.881    123.881    123.881    123.881
SH456   120.425    120.425    120.425    120.425    120.425    120.425
SH457   176.88     176.88     176.88     176.88     176.88     176.88
SH458    97.0949    97.0949    97.0949    97.0949    97.0949    97.0949
SH459   192.475    192.475    192.475    192.475    192.475    192.475
SH460   170.531    170.531    170.531    170.531    170.531    170.531
SH461   152.671    152.671    152.671    152.671    152.671    152.671
SH462   196.595    196.595    196.595    196.595    196.595    196.595
SH463   226.201    226.201    226.201    226.201    226.201    226.201
SH464   167.904    167.904    167.904    167.904    167.904    167.904
SH465   179.812    179.812    179.812    179.812    179.812    179.812
SH466   143.68     143.68     143.68     143.68     143.68     143.68
SH467   134.742    134.742    134.742    134.742    134.742    134.742
SH468   154.076    154.076    154.076    154.076    154.076    154.076
SH469   125.962    125.962    125.962    125.962    125.962    125.962
SH470   191.142    191.142    191.142    191.142    191.142    191.142
SH471   176.57     176.57     176.57     176.57     176.57     176.57
SH472   172.405    172.405    172.405    172.405    172.405    172.405
SH473   134.334    134.334    134.334    134.334    134.334    134.334
SH474   220.696    220.696    220.696    220.696    220.696    220.696
SH475   204.647    204.647    204.647    204.647    204.647    204.647
SH476   127.402    127.402    127.402    127.402    127.402    127.402
SH477   112.845    112.845    112.845    112.845    112.845    112.845
SH478   161.198    161.198    161.198    161.198    161.198    161.198
SH479   292.208    292.208    292.208    292.208    292.208    292.208
SH480   129.187    129.187    129.187    129.187    129.187    129.187
SH481   132.501    132.501    132.501    132.501    132.501    132.501
SH482   130.229    130.229    130.229    130.229    130.229    130.229
SH483   156.583    156.583    156.583    156.583    156.583    156.583
SH484   121.347    121.347    121.347    121.347    121.347    121.347
SH485   171.176    171.176    171.176    171.176    171.176    171.176
SH486   194.852    194.852    194.852    194.852    194.852    194.852
SH487   232.723    232.723    232.723    232.723    232.723    232.723
SH488   222.646    222.646    222.646    222.646    222.646    222.646
SH489   200.255    200.255    200.255    200.255    200.255    200.255
SH490   143.975    143.975    143.975    143.975    143.975    143.975
SH491   147.73     147.73     147.73     147.73     147.73     147.73
SH492   102.037    102.037    102.037    102.037    102.037    102.037
SH493   100.744    100.744    100.744    100.744    100.744    100.744
SH494   136.166    136.166    136.166    136.166    136.166    136.166
SH495   143.285    143.285    143.285    143.285    143.285    143.285
SH496   148.001    148.001    148.001    148.001    148.001    148.001
SH497   127.348    127.348    127.348    127.348    127.348    127.348
SH498   207.779    207.779    207.779    207.779    207.779    207.779
SH499   179.801    179.801    179.801    179.801    179.801    179.801
SH500   145.764    145.764    145.764    145.764    145.764    145.764
SH501   165.628    165.628    165.628    165.628    165.628    165.628
SH502   224.101    224.101    224.101    224.101    224.101    224.101
SH503   176.299    176.299    176.299    176.299    176.299    176.299
SH504   177.722    177.722    177.722    177.722    177.722    177.722
SH505   128.871    128.871    128.871    128.871    128.871    128.871
SH506   226.545    226.545    226.545    226.545    226.545    226.545
SH507   164.264    164.264    164.264    164.264    164.264    164.264
SH508   166.052    166.052    166.052    166.052    166.052    166.052
SH509   143.412    143.412    143.412    143.412    143.412    143.412
SH510   172.495    172.495    172.495    172.495    172.495    172.495
SH511   129.96     129.96     129.96     129.96     129.96     129.96
SH512   201.854    201.854    201.854    201.854    201.854    201.854
SH513   143.408    143.408    143.408    143.408    143.408    143.408
SH514   143.158    143.158    143.158    143.158    143.158    143.158
SH515   125.705    125.705    125.705    125.705    125.705    125.705
SH516   134.228    134.228    134.228    134.228    134.228    134.228
SH517   284.276    284.276    284.276    284.276    284.276    284.276
SH518   183.399    183.399    183.399    183.399    183.399    183.399
SH519   189.939    189.939    189.939    189.939    189.939    189.939
SH520   253.9      253.9      253.9      253.9      253.9      253.9
SH521   204.148    204.148    204.148    204.148    204.148    204.148
SH522   151.437    151.437    151.437    151.437    151.437    151.437
SH523   219.736    219.736    219.736    219.736    219.736    219.736
SH524   207.783    207.783    207.783    207.783    207.783    207.783
SH525   196.511    196.511    196.511    196.511    196.511    196.511
SH526   203.211    203.211    203.211    203.211    203.211    203.211
SH527   223.363    223.363    223.363    223.363    223.363    223.363
SH528   191.772    191.772    191.772    191.772    191.772    191.772
SH529   202.428    202.428    202.428    202.428    202.428    202.428
SH530   163.553    163.553    163.553    163.553    163.553    163.553
SH531   123.415    123.415    123.415    123.415    123.415    123.415
SH532   167.104    167.104    167.104    167.104    167.104    167.104
SH533   151.144    151.144    151.144    151.144    151.144    151.144
SH534   116.23     116.23     116.23     116.23     116.23     116.23
SH535   173.572    173.572    173.572    173.572    173.572    173.572
SH536   143.389    143.389    143.389    143.389    143.389    143.389
SH537   169.392    169.392    169.392    169.392    169.392    169.392
SH538   140.505    140.505    140.505    140.505    140.505    140.505
SH539   131.684    131.684    131.684    131.684    131.684    131.684
SH540   133.101    133.101    133.101    133.101    133.101    133.101
SH541   204.845    204.845    204.845    204.845    204.845    204.845
SH542   287.13     287.13     287.13     287.13     287.13     287.13
SH543   189.901    189.901    189.901    189.901    189.901    189.901
SH544   135.754    135.754    135.754    135.754    135.754    135.754
SH545   107.28     107.28     107.28     107.28     107.28     107.28
SH546   130.656    130.656    130.656    130.656    130.656    130.656
SH547   208.421    208.421    208.421    208.421    208.421    208.421
SH548   134.5      134.5      134.5      134.5      134.5      134.5
SH549   257.71     257.71     257.71     257.71     257.71     257.71
SH550   121.665    121.665    121.665    121.665    121.665    121.665
SH551   128.828    128.828    128.828    128.828    128.828    128.828
SH552   267.135    267.135    267.135    267.135    267.135    267.135
SH553   143.784    143.784    143.784    143.784    143.784    143.784
SH554   158.681    158.681    158.681    158.681    158.681    158.681
SH555   142.826    142.826    142.826    142.826    142.826    142.826
SH556   113.004    113.004    113.004    113.004    113.004    113.004
SH557   171.023    171.023    171.023    171.023    171.023    171.023

:          7          8        :=
SH001    93.0797    93.0797
SH002   194.975    194.975
SH003   153.598    153.598
SH004   158.455    158.455
SH005   155.68     155.68
SH006   206.219    206.219
SH007   152.157    152.157
SH008   169.113    169.113
SH009   232.765    232.765
SH010   162.459    162.459
SH011   144.823    144.823
SH012   113.5      113.5
SH013   209.372    209.372
SH014   111.803    111.803
SH015   237.433    237.433
SH016    98.1176    98.1176
SH017   227.312    227.312
SH018   183.827    183.827
SH019   154.706    154.706
SH020   165.178    165.178
SH021   174.946    174.946
SH022   208.452    208.452
SH023   153.192    153.192
SH024   209.692    209.692
SH025   146.651    146.651
SH026   187.165    187.165
