profit = 13755800

x [*,*]
:       1       2            3            4       5      6          7       8 :=
SH027   213.686    213.686
SH028   181.747    181.747
SH029   238.338    238.338
SH030   137.944    137.944
SH031   186.255    186.255
SH032   126.8      126.8
SH033   158.024    158.024
SH034   156.08     156.08
SH035   161.134    161.134
SH036   180.047    180.047
SH037   107.92     107.92
SH038   253.277    253.277
SH039   140.745    140.745
SH040   130.693    130.693
SH041   134.814    134.814
SH042   210.794    210.794
SH043   161.259    161.259
SH044    99.1345    99.1345
SH045   193.631    193.631
SH046   261.407    261.407
SH047   269.047    269.047
SH048   151.358    151.358
SH049   133.847    133.847
SH050   168.007    168.007
SH051    85.0484    85.0484
SH052   128.666    128.666
SH053   159.919    159.919
SH054   121.425    121.425
SH055   253.14     253.14
SH056   195.285    195.285
SH057   149.416    149.416
SH058   171.246    171.246
SH059   181.626    181.626
SH060   189.162    189.162
SH061   107.175    107.175
SH062   137.389    137.389
SH063   176.158    176.158
SH064   122.266    122.266
SH065   154.516    154.516
SH066   193.866    193.866
SH067   144.876    144.876
SH068   246.372    246.372
SH069   224.543    224.543
SH070   179.147    179.147
SH071   224.561    224.561
SH072   186.737    186.737
SH073   120.354    120.354
SH074   146.039    146.039
SH075   219.78     219.78
SH076   229.191    229.191
SH077   181.179    181.179
SH078   133.865    133.865
SH079   162.983    162.983
SH080   218.392    218.392
SH081   177.44     177.44
SH082   216.123    216.123
SH083   160.376    160.376
SH084   211        211
SH085   111.822    111.822
SH086   164.914    164.914
SH087   157.102    157.102
SH088   159.918    159.918
SH089   101.857    101.857
SH090   119.94     119.94
SH091   124.169    124.169
SH092   166.042    166.042
SH093   217.976    217.976
SH094   211.924    211.924
SH095   166.589    166.589
SH096   214.591    214.591
SH097   146.335    146.335
SH098   204.567    204.567
SH099   157.389    157.389
SH100   187.406    187.406
SH101   206.118    206.118
SH102   218.735    218.735
SH103   134.141    134.141
SH104   204.108    204.108
SH105   197.361    197.361
SH106   169.298    169.298
SH107   213.223    213.223
SH108   230.024    230.024
SH109   126.821    126.821
SH110   210.012    210.012
SH111   173.36     173.36
SH112   111.035    111.035
SH113   216.602    216.602
SH114   207.895    207.895
SH115   116.235    116.235
SH116   159.125    159.125
SH117   194.106    194.106
SH118   158.343    158.343
SH119   209.789    209.789
SH120   154.788    154.788
SH121   252.751    252.751
SH122   161.579    161.579
SH123   257.585    257.585
SH124   143.667    143.667
SH125   218.415    218.415
SH126   167.962    167.962
SH127   132.706    132.706
SH128   109.639    109.639
SH129   169.666    169.666
SH130   132.827    132.827
SH131   153.211    153.211
SH132   170.448    170.448
SH133   166.568    166.568
SH134   128.571    128.571
SH135   126.82     126.82
SH136   136.83     136.83
SH137   136.165    136.165
SH138   176.653    176.653
SH139   193.208    193.208
SH140   222.992    222.992
SH141   131.587    131.587
SH142   146.763    146.763
SH143   145.797    145.797
SH144   104.777    104.777
SH145   130.091    130.091
SH146   133.33     133.33
SH147   169.832    169.832
SH148   194.966    194.966
SH149   160.889    160.889
SH150   114.431    114.431
SH151   209.24     209.24
SH152   167.809    167.809
SH153   161.639    161.639
SH154   220.184    220.184
SH155   131.805    131.805
SH156   113.843    113.843
SH157   113.539    113.539
SH158   125.739    125.739
SH159   141.456    141.456
SH160   120.053    120.053
SH161   108.113    108.113
SH162    63.7841    63.7841
SH163   124.2      124.2
SH164   184.506    184.506
SH165   144.432    144.432
SH166   162.365    162.365
SH167   100.084    100.084
SH168   155.513    155.513
SH169   221.78     221.78
SH170   108.757    108.757
SH171   190.488    190.488
SH172   141.066    141.066
SH173   171.864    171.864
SH174   241.276    241.276
SH175   155.383    155.383
SH176   128.293    128.293
SH177   111.817    111.817
SH178   120.397    120.397
SH179   128.733    128.733
SH180   114.353    114.353
SH181   141.174    141.174
SH182   145.977    145.977
SH183   192.212    192.212
SH184   208.709    208.709
SH185   198.126    198.126
SH186    88.5931    88.5931
SH187   252.169    252.169
SH188    94.5357    94.5357
SH189   156.265    156.265
SH190   175.363    175.363
SH191   178.225    178.225
SH192   124.033    124.033
SH193   188.617    188.617
SH194   266.47     266.47
SH195   175.874    175.874
SH196   239.235    239.235
SH197   151.434    151.434
SH198    98.5856    98.5856
SH199   156.892    156.892
SH200   133.596    133.596
SH201   179.156    179.156
SH202   192.724    192.724
SH203   133.084    133.084
SH204   181.234    181.234
SH205   152.725    152.725
SH206   199.082    199.082
SH207   161.332    161.332
SH208   200.838    200.838
SH209   179.403    179.403
SH210   169.783    169.783
SH211   121.948    121.948
SH212   160.622    160.622
SH213   175.985    175.985
SH214   236.488    236.488
SH215   138.517    138.517
SH216   142.842    142.842
SH217   180.853    180.853
SH218   177.763    177.763
SH219   216.83     216.83
SH220   148.087    148.087
SH221   180.34     180.34
SH222   253.201    253.201
SH223   151.141    151.141
SH224   218.004    218.004
SH225   244.882    244.882
SH226   183.144    183.144
SH227   129.481    129.481
SH228   179.214    179.214
SH229   161.868    161.868
SH230   132.593    132.593
SH231   222.019    222.019
SH232   151.655    151.655
SH233   212.663    212.663
SH234   236.539    236.539
SH235   160.515    160.515
SH236    97.1327    97.1327
SH237   122.918    122.918
SH238   298.896    298.896
SH239   133.572    133.572
SH240   118.645    118.645
SH241   211.626    211.626
SH242   218.974    218.974
SH243   125.127    125.127
SH244    85.0445    85.0445
SH245   174.558    174.558
SH246   257.239    257.239
SH247    92.0134    92.0134
SH248   276.607    276.607
SH249    87.2229    87.2229
SH250   118.644    118.644
SH251   186.21     186.21
SH252   125.851    125.851
SH253   213.498    213.498
SH254   103.733    103.733
SH255   101.073    101.073
SH256   113.969    113.969
SH257   179.732    179.732
SH258   162.344    162.344
SH259   252.195    252.195
SH260   211.336    211.336
SH261   152.72     152.72
SH262   189.087    189.087
SH263   128.605    128.605
SH264   140.422    140.422
SH265   175.004    175.004
SH266   125.2      125.2
SH267   205.746    205.746
SH268   112.151    112.151
SH269   189.848    189.848
SH270   177.483    177.483
SH271   154.468    154.468
SH272   135.259    135.259
SH273   196.815    196.815
SH274   184.649    184.649
SH275   196.665    196.665
SH276   257.624    257.624
SH277   188.696    188.696
SH278   181.881    181.881
SH279   172.592    172.592
SH280   216.153    216.153
SH281   222.167    222.167
SH282   181.584    181.584
SH283   130.2      130.2
SH284   132.876    132.876
SH285   219.117    219.117
SH286   130.178    130.178
SH287   163.394    163.394
SH288   219.506    219.506
SH289   162.103    162.103
SH290   187.367    187.367
SH291   224.396    224.396
SH292   199.168    199.168
SH293    80.2981    80.2981
SH294   157.956    157.956
SH295   139.435    139.435
SH296   112.869    112.869
SH297   124.659    124.659
SH298   127.596    127.596
SH299   206.629    206.629
SH300   135.821    135.821
SH301   132.987    132.987
SH302   123.87     123.87
SH303   152.911    152.911
SH304   133.851    133.851
SH305   137.337    137.337
SH306   140.294    140.294
SH307   183.297    183.297
SH308   148.891    148.891
SH309    97.9273    97.9273
SH310   155.347    155.347
SH311   113.514    113.514
SH312   121.825    121.825
SH313   177.211    177.211
SH314   142.886    142.886
SH315   188.744    188.744
SH316   199.404    199.404
SH317   174.728    174.728
SH318   111.137    111.137
SH319   203.83     203.83
SH320   167.496    167.496
SH321   205.056    205.056
SH322   191.739    191.739
SH323   211.265    211.265
SH324   149.777    149.777
SH325    64.1633    64.1633
SH326   170.65     170.65
SH327   158.577    158.577
SH328   214.377    214.377
SH329   174.738    174.738
SH330   203.559    203.559
SH331    99.7033    99.7033
SH332   188.965    188.965
SH333   191.772    191.772
SH334   126.414    126.414
SH335   152.674    152.674
SH336   151.335    151.335
SH337   132.916    132.916
SH338   144.172    144.172
SH339   217.751    217.751
SH340   191.756    191.756
SH341   181.441    181.441
SH342   175.434    175.434
SH343   189.427    189.427
SH344   167.642    167.642
SH345   141.827    141.827
SH346   210.165    210.165
SH347   233.584    233.584
SH348   148.316    148.316
SH349   106.95     106.95
SH350   211.294    211.294
SH351   204.947    204.947
SH352   164.003    164.003
SH353   131.033    131.033
SH354   209.453    209.453
SH355   146.835    146.835
SH356   155.68     155.68
SH357   266.043    266.043
SH358   180.268    180.268
SH359   207.896    207.896
SH360   171.527    171.527
SH361   165.671    165.671
SH362   183.052    183.052
SH363   102.405    102.405
SH364   208.625    208.625
SH365   177.186    177.186
SH366   183.01     183.01
SH367   214.608    214.608
SH368   199.576    199.576
SH369   113.825    113.825
SH370   180.76     180.76
SH371   185.511    185.511
SH372   184.926    184.926
SH373   113.463    113.463
SH374   226.345    226.345
SH375   170.38     170.38
SH376   163.329    163.329
SH377   115.742    115.742
SH378   102.042    102.042
SH379   206.173    206.173
SH380   126.484    126.484
SH381   142.57     142.57
SH382    94.1512    94.1512
SH383   230.502    230.502
SH384   175.227    175.227
SH385   159.921    159.921
SH386   237.994    237.994
SH387   212.117    212.117
SH388   205.04     205.04
SH389   154.065    154.065
SH390   179.795    179.795
SH391   133.438    133.438
SH392   110.739    110.739
SH393   207.717    207.717
SH394    99.9568    99.9568
SH395   161.882    161.882
SH396   164.701    164.701
SH397   206.534    206.534
SH398   177.31     177.31
SH399   199.028    199.028
SH400   173.435    173.435
SH401   136.41     136.41
SH402   180.136    180.136
SH403   116.386    116.386
SH404   133.553    133.553
SH405   126.468    126.468
SH406    93.3703    93.3703
SH407   155.257    155.257
SH408   216.695    216.695
SH409   160.255    160.255
SH410   263.973    263.973
SH411   235.947    235.947
SH412   140.616    140.616
SH413   222.38     222.38
SH414   164.934    164.934
SH415   103.071    103.071
SH416   162.708    162.708
SH417   261.316    261.316
SH418   174.923    174.923
SH419   148.166    148.166
SH420   142.229    142.229
SH421   188.769    188.769
SH422   183.46     183.46
SH423   176.754    176.754
SH424   178.201    178.201
SH425   210.895    210.895
SH426   134.781    134.781
SH427   148.765    148.765
SH428   122.477    122.477
SH429   156.71     156.71
SH430   133.658    133.658
SH431   173.835    173.835
SH432   182.26     182.26
SH433   183.115    183.115
SH434   150.674    150.674
SH435   159.712    159.712
SH436   176.862    176.862
SH437   125.699    125.699
SH438   167.123    167.123
SH439   190.754    190.754
SH440   223.304    223.304
SH441   165.661    165.661
SH442   175.253    175.253
SH443   116.456    116.456
SH444   186.623    186.623
SH445   149.478    149.478
SH446   236.692    236.692
SH447   114.609    114.609
SH448   137.845    137.845
SH449   226.087    226.087
SH450   144.205    144.205
SH451   180.89     180.89
SH452   115.137    115.137
SH453   172.651    172.651
SH454   175.852    175.852
SH455   123.881    123.881
SH456   120.425    120.425
SH457   176.88     176.88
SH458    97.0949    97.0949
SH459   192.475    192.475
SH460   170.531    170.531
SH461   152.671    152.671
SH462   196.595    196.595
SH463   226.201    226.201
SH464   167.904    167.904
SH465   179.812    179.812
SH466   143.68     143.68
SH467   134.742    134.742
SH468   154.076    154.076
SH469   125.962    125.962
SH470   191.142    191.142
SH471   176.57     176.57
SH472   172.405    172.405
SH473   134.334    134.334
SH474   220.696    220.696
SH475   204.647    204.647
SH476   127.402    127.402
SH477   112.845    112.845
SH478   161.198    161.198
SH479   292.208    292.208
SH480   129.187    129.187
SH481   132.501    132.501
SH482   130.229    130.229
SH483   156.583    156.583
SH484   121.347    121.347
SH485   171.176    171.176
SH486   194.852    194.852
SH487   232.723    232.723
SH488   222.646    222.646
SH489   200.255    200.255
SH490   143.975    143.975
SH491   147.73     147.73
SH492   102.037    102.037
SH493   100.744    100.744
SH494   136.166    136.166
SH495   143.285    143.285
SH496   148.001    148.001
SH497   127.348    127.348
SH498   207.779    207.779
SH499   179.801    179.801
SH500   145.764    145.764
SH501   165.628    165.628
SH502   224.101    224.101
SH503   176.299    176.299
SH504   177.722    177.722
SH505   128.871    128.871
SH506   226.545    226.545
SH507   164.264    164.264
SH508   166.052    166.052
SH509   143.412    143.412
SH510   172.495    172.495
SH511   129.96     129.96
SH512   201.854    201.854
SH513   143.408    143.408
SH514   143.158    143.158
SH515   125.705    125.705
SH516   134.228    134.228
SH517   284.276    284.276
SH518   183.399    183.399
SH519   189.939    189.939
SH520   253.9      253.9
SH521   204.148    204.148
SH522   151.437    151.437
SH523   219.736    219.736
SH524   207.783    207.783
SH525   196.511    196.511
SH526   203.211    203.211
SH527   223.363    223.363
SH528   191.772    191.772
SH529   202.428    202.428
SH530   163.553    163.553
SH531   123.415    123.415
SH532   167.104    167.104
SH533   151.144    151.144
SH534   116.23     116.23
SH535   173.572    173.572
SH536   143.389    143.389
SH537   169.392    169.392
SH538   140.505    140.505
SH539   131.684    131.684
SH540   133.101    133.101
SH541   204.845    204.845
SH542   287.13     287.13
SH543   189.901    189.901
SH544   135.754    135.754
SH545   107.28     107.28
SH546   130.656    130.656
SH547   208.421    208.421
SH548   134.5      134.5
SH549   257.71     257.71
SH550   121.665    121.665
SH551   128.828    128.828
SH552   267.135    267.135
SH553   143.784    143.784
SH554   158.681    158.681
SH555   142.826    142.826
SH556   113.004    113.004
SH557   171.023    171.023
;

:     co1.dual co2.dual co3.dual    :=
1         0         .       0
2         0         .       0
3         0         .       0
4         0         .       0
5         0         .       0
6         0         .       0
7         0         .       0
8         0         .       0
9          .        .       0
10         .        .       0
11         .        .       0
12         .        .       0
13         .        .       0
14         .        .       0
15         .        .       0
16         .        .       0
17         .        .       0
18         .        .       0
19         .        .       0
20         .        .       0
21         .        .       0
22         .        .       0
23         .        .       0
24         .        .       0
25         .        .       0
26         .        .       0
27         .        .       0
28         .        .       0
29         .        .       0
30         .        .       0
31         .        .       0
32         .        .       0
33         .        .       0
34         .        .       0
35         .        .       0
36         .        .       0
37         .        .       0
38         .        .       0
39         .        .       0
40         .        .       0
41         .        .       0
42         .        .       0
43         .        .       0
44         .        .       0
45         .        .       0
46         .        .       0
47         .        .       0
48         .        .       0
49         .        .       0
50         .        .       0
51         .        .       0
52         .        .       0
53         .        .       0
54         .        .       0
55         .        .       0
56         .        .       0
57         .        .       0
58         .        .       0
59         .        .       0
60         .        .       0
61         .        .       0
62         .        .       0
63         .        .       0
64         .        .       0
65         .        .       0
66         .        .       0
67         .        .       0
68         .        .       0
69         .        .       0
70         .        .       0
71         .        .       0
72         .        .       0
SH001      .       0         .
SH002      .       0         .
SH003      .       0         .
SH004      .       0         .
SH005      .       0         .
SH006      .       0         .
SH007      .       0         .
SH008      .       0         .
SH009      .       0         .
SH010      .       0         .
SH011      .       0         .
SH012      .       0         .
SH013      .       0         .
SH014      .       0         .
SH015      .       0         .
SH016      .       0         .
SH017      .       0         .
SH018      .       0         .
SH019      .       0         .
SH020      .       0         .
SH021      .       0         .
SH022      .       0         .
SH023      .       0         .
SH024      .       0         .
SH025      .       0         .
SH026      .       0         .
SH027      .       0         .
SH028      .       0         .
SH029      .       0         .
SH030      .       0         .
SH031      .       0         .
SH032      .       0         .
SH033      .       0         .
SH034      .       0         .
SH035      .       0         .
SH036      .       0         .
SH037      .       0         .
SH038      .       0         .
SH039      .       0         .
SH040      .       0         .
SH041      .       0         .
SH042      .       0         .
SH043      .       0         .
SH044      .       0         .
SH045      .       0         .
SH046      .       0         .
SH047      .       0         .
SH048      .       0         .
SH049      .       0         .
SH050      .       0         .
SH051      .       0         .
SH052      .       0         .
SH053      .       0         .
SH054      .       0         .
SH055      .       0         .
SH056      .       0         .
SH057      .       0         .
SH058      .       0         .
SH059      .       0         .
SH060      .       0         .
SH061      .       0         .
SH062      .       0         .
SH063      .       0         .
SH064      .       0         .
SH065      .       0         .
SH066      .       0         .
SH067      .       0         .
SH068      .       0         .
SH069      .       0         .
SH070      .       0         .
SH071      .       0         .
SH072      .       0         .
SH073      .       0         .
SH074      .       0         .
SH075      .       0         .
SH076      .       0         .
SH077      .       0         .
SH078      .       0         .
SH079      .       0         .
SH080      .       0         .
SH081      .       0         .
SH082      .       0         .
SH083      .       0         .
SH084      .       0         .
SH085      .       0         .
SH086      .       0         .
SH087      .       0         .
SH088      .       0         .
SH089      .       0         .
SH090      .       0         .
SH091      .       0         .
SH092      .       0         .
SH093      .       0         .
SH094      .       0         .
SH095      .       0         .
SH096      .       0         .
SH097      .       0         .
SH098      .       0         .
SH099      .       0         .
SH100      .       0         .
SH101      .       0         .
SH102      .       0         .
SH103      .       0         .
SH104      .       0         .
SH105      .       0         .
SH106      .       0         .
SH107      .       0         .
SH108      .       0         .
SH109      .       0         .
SH110      .       0         .
SH111      .       0         .
SH112      .       0         .
SH113      .       0         .
SH114      .       0         .
SH115      .       0         .
SH116      .       0         .
SH117      .       0         .
SH118      .       0         .
SH119      .       0         .
SH120      .       0         .
SH121      .       0         .
SH122      .       0         .
SH123      .       0         .
SH124      .       0         .
SH125      .       0         .
SH126      .       0         .
SH127      .       0         .
SH128      .       0         .
SH129      .       0         .
SH130      .       0         .
SH131      .       0         .
SH132      .       0         .
SH133      .       0         .
SH134      .       0         .
SH135      .       0         .
SH136      .       0         .
SH137      .       0         .
SH138      .       0         .
SH139      .       0         .
SH140      .       0         .
SH141      .       0         .
SH142      .       0         .
SH143      .       0         .
SH144      .       0         .
SH145      .       0         .
SH146      .       0         .
SH147      .       0         .
SH148      .       0         .
SH149      .       0         .
SH150      .       0         .
SH151      .       0         .
SH152      .       0         .
SH153      .       0         .
SH154      .       0         .
SH155      .       0         .
SH156      .       0         .
SH157      .       0         .
SH158      .       0         .
SH159      .       0         .
SH160      .       0         .
SH161      .       0         .
SH162      .       0         .
SH163      .       0         .
SH164      .       0         .
SH165      .       0         .
SH166      .       0         .
SH167      .       0         .
SH168      .       0         .
SH169      .       0         .
SH170      .       0         .
SH171      .       0         .
SH172      .       0         .
SH173      .       0         .
SH174      .       0         .
SH175      .       0         .
SH176      .       0         .
SH177      .       0         .
SH178      .       0         .
SH179      .       0         .
SH180      .       0         .
SH181      .       0         .
SH182      .       0         .
SH183      .       0         .
SH184      .       0         .
SH185      .       0         .
SH186      .       0         .
SH187      .       0         .
SH188      .       0         .
SH189      .       0         .
SH190      .       0         .
SH191      .       0         .
SH192      .       0         .
SH193      .       0         .
SH194      .       0         .
SH195      .       0         .
SH196      .       0         .
SH197      .       0         .
SH198      .       0         .
SH199      .       0         .
SH200      .       0         .
SH201      .       0         .
SH202      .       0         .
SH203      .       0         .
SH204      .       0         .
SH205      .       0         .
SH206      .       0         .
SH207      .       0         .
SH208      .       0         .
SH209      .       0         .
SH210      .       0         .
SH211      .       0         .
SH212      .       0         .
SH213      .       0         .
SH214      .       0         .
SH215      .       0         .
SH216      .       0         .
SH217      .       0         .
SH218      .       0         .
SH219      .       0         .
SH220      .       0         .
SH221      .       0         .
SH222      .       0         .
SH223      .       0         .
SH224      .       0         .
SH225      .       0         .
SH226      .       0         .
SH227      .       0         .
SH228      .       0         .
SH229      .       0         .
SH230      .       0         .
SH231      .       0         .
SH232      .       0         .
SH233      .       0         .
SH234      .       0         .
SH235      .       0         .
SH236      .       0         .
SH237      .       0         .
SH238      .       0         .
SH239      .       0         .
SH240      .       0         .
SH241      .       0         .
SH242      .       0         .
SH243      .       0         .
SH244      .       0         .
SH245      .       0         .
SH246      .       0         .
SH247      .       0         .
SH248      .       0         .
SH249      .       0         .
SH250      .       0         .
SH251      .       0         .
SH252      .       0         .
SH253      .       0         .
SH254      .       0         .
SH255      .       0         .
SH256      .       0         .
SH257      .       0         .
SH258      .       0         .
SH259      .       0         .
SH260      .       0         .
SH261      .       0         .
SH262      .       0         .
SH263      .       0         .
SH264      .       0         .
SH265      .       0         .
SH266      .       0         .
SH267      .       0         .
SH268      .       0         .
SH269      .       0         .
SH270      .       0         .
SH271      .       0         .
SH272      .       0         .
SH273      .       0         .
SH274      .       0         .
SH275      .       0         .
SH276      .       0         .
SH277      .       0         .
SH278      .       0         .
SH279      .       0         .
SH280      .       0         .
SH281      .       0         .
SH282      .       0         .
SH283      .       0         .
SH284      .       0         .
SH285      .       0         .
SH286      .       0         .
SH287      .       0         .
SH288      .       0         .
SH289      .       0         .
SH290      .       0         .
SH291      .       0         .
SH292      .       0         .
SH293      .       0         .
SH294      .       0         .
SH295      .       0         .
SH296      .       0         .
SH297      .       0         .
SH298      .       0         .
SH299      .       0         .
SH300      .       0         .
SH301      .       0         .
SH302      .       0         .
SH303      .       0         .
SH304      .       0         .
SH305      .       0         .
SH306      .       0         .
SH307      .       0         .
SH308      .       0         .
SH309      .       0         .
SH310      .       0         .
SH311      .       0         .
SH312      .       0         .
SH313      .       0         .
SH314      .       0         .
SH315      .       0         .
SH316      .       0         .
SH317      .       0         .
SH318      .       0         .
SH319      .       0         .
SH320      .       0         .
SH321      .       0         .
SH322      .       0         .
SH323      .       0         .
SH324      .       0         .
SH325      .       0         .
SH326      .       0         .
SH327      .       0         .
SH328      .       0         .
SH329      .       0         .
SH330      .       0         .
SH331      .       0         .
SH332      .       0         .
SH333      .       0         .
SH334      .       0         .
SH335      .       0         .
SH336      .       0         .
SH337      .       0         .
SH338      .       0         .
SH339      .       0         .
SH340      .       0         .
SH341      .       0         .
SH342      .       0         .
SH343      .       0         .
SH344      .       0         .
SH345      .       0         .
SH346      .       0         .
SH347      .       0         .
SH348      .       0         .
SH349      .       0         .
SH350      .       0         .
SH351      .       0         .
SH352      .       0         .
SH353      .       0         .
SH354      .       0         .
SH355      .       0         .
SH356      .       0         .
SH357      .       0         .
SH358      .       0         .
SH359      .       0         .
SH360      .       0         .
SH361      .       0         .
SH362      .       0         .
SH363      .       0         .
SH364      .       0         .
SH365      .       0         .
SH366      .       0         .
SH367      .       0         .
SH368      .       0         .
SH369      .       0         .
SH370      .       0         .
SH371      .       0         .
SH372      .       0         .
SH373      .       0         .
SH374      .       0         .
SH375      .       0         .
SH376      .       0         .
SH377      .       0         .
SH378      .       0         .
SH379      .       0         .
SH380      .       0         .
SH381      .       0         .
SH382      .       0         .
SH383      .       0         .
SH384      .       0         .
SH385      .       0         .
SH386      .       0         .
SH387      .       0         .
SH388      .       0         .
SH389      .       0         .
SH390      .       0         .
SH391      .       0         .
SH392      .       0         .
SH393      .       0         .
SH394      .       0         .
SH395      .       0         .
SH396      .       0         .
SH397      .       0         .
SH398      .       0         .
SH399      .       0         .
SH400      .       0         .
SH401      .       0         .
SH402      .       0         .
SH403      .       0         .
SH404      .       0         .
SH405      .       0         .
SH406      .       0         .
SH407      .       0         .
SH408      .       0         .
SH409      .       0         .
SH410      .       0         .
SH411      .       0         .
SH412      .       0         .
SH413      .       0         .
SH414      .       0         .
SH415      .       0         .
SH416      .       0         .
SH417      .       0         .
SH418      .       0         .
SH419      .       0         .
SH420      .       0         .
SH421      .       0         .
SH422      .       0         .
SH423      .       0         .
SH424      .       0         .
SH425      .       0         .
SH426      .       0         .
SH427      .       0         .
SH428      .       0         .
SH429      .       0         .
SH430      .       0         .
SH431      .       0         .
SH432      .       0         .
SH433      .       0         .
SH434      .       0         .
SH435      .       0         .
SH436      .       0         .
SH437      .       0         .
SH438      .       0         .
SH439      .       0         .
SH440      .       0         .
SH441      .       0         .
SH442      .       0         .
SH443      .       0         .
SH444      .       0         .
SH445      .       0         .
SH446      .       0         .
SH447      .       0         .
SH448      .       0         .
SH449      .       0         .
SH450      .       0         .
SH451      .       0         .
SH452      .       0         .
SH453      .       0         .
SH454      .       0         .
SH455      .       0         .
SH456      .       0         .
SH457      .       0         .
SH458      .       0         .
SH459      .       0         .
SH460      .       0         .
SH461      .       0         .
SH462      .       0         .
SH463      .       0         .
SH464      .       0         .
SH465      .       0         .
SH466      .       0         .
SH467      .       0         .
SH468      .       0         .
SH469      .       0         .
SH470      .       0         .
SH471      .       0         .
SH472      .       0         .
SH473      .       0         .
SH474      .       0         .
SH475      .       0         .
SH476      .       0         .
SH477      .       0         .
SH478      .       0         .
SH479      .       0         .
SH480      .       0         .
SH481      .       0         .
SH482      .       0         .
SH483      .       0         .
SH484      .       0         .
SH485      .       0         .
SH486      .       0         .
SH487      .       0         .
SH488      .       0         .
SH489      .       0         .
SH490      .       0         .
SH491      .       0         .
SH492      .       0         .
SH493      .       0         .
SH494      .       0         .
SH495      .       0         .
SH496      .       0         .
SH497      .       0         .
SH498      .       0         .
SH499      .       0         .
SH500      .       0         .
SH501      .       0         .
SH502      .       0         .
SH503      .       0         .
SH504      .       0         .
SH505      .       0         .
SH506      .       0         .
SH507      .       0         .
SH508      .       0         .
SH509      .       0         .
SH510      .       0         .
SH511      .       0         .
SH512      .       0         .
SH513      .       0         .
SH514      .       0         .
SH515      .       0         .
SH516      .       0         .
SH517      .       0         .
SH518      .       0         .
SH519      .       0         .
SH520      .       0         .
SH521      .       0         .
SH522      .       0         .
SH523      .       0         .
SH524      .       0         .
SH525      .       0         .
SH526      .       0         .
SH527      .       0         .
SH528      .       0         .
SH529      .       0         .
SH530      .       0         .
SH531      .       0         .
SH532      .       0         .
SH533      .       0         .
SH534      .       0         .
SH535      .       0         .
SH536      .       0         .
SH537      .       0         .
SH538      .       0         .
SH539      .       0         .
SH540      .       0         .
SH541      .       0         .
SH542      .       0         .
SH543      .       0         .
SH544      .       0         .
SH545      .       0         .
SH546      .       0         .
SH547      .       0         .
SH548      .       0         .
SH549      .       0         .
SH550      .       0         .
SH551      .       0         .
SH552      .       0         .
SH553      .       0         .
SH554      .       0         .
SH555      .       0         .
SH556      .       0         .
SH557      .       0         .
;

co4.dual = 0

:         co1.slack        co2.slack   co3.slack    :=
1          0                   .         1135350
2          0                   .          874144
3          3.63798e-12         .          902225
4          7.27596e-12         .         1021330
5          0                   .          781372
6       4406                   .          843238
7         -3.63798e-12         .          873781
8          0                   .          925112
9              .               .          866028
10             .               .         1053840
11             .               .         1119490
12             .               .         1041150
13             .               .         1011630
14             .               .         1041200
15             .               .          991503
16             .               .         1089950
17             .               .         1096890
18             .               .         1082620
19             .               .         1097960
20             .               .         1086340
21             .               .         1187040
22             .               .         1188230
23             .               .         1161170
24             .               .         1175220
25             .               .         1167210
26             .               .         1160070
27             .               .         1142850
28             .               .         1161010
29             .               .         1166090
30             .               .         1186100
31             .               .         1175490
32             .               .         1104720
33             .               .         1128130
34             .               .         1133090
35             .               .         1111710
36             .               .         1122650
37             .               .         1094520
38             .               .         1094740
39             .               .         1156820
40             .               .         1183370
41             .               .          772213
42             .               .          732683
43             .               .          755441
44             .               .          713046
45             .               .          894141
46             .               .          737541
47             .               .          855773
48             .               .          597881
49             .               .          712064
50             .               .          861033
51             .               .         1155780
52             .               .         1073720
53             .               .         1038020
54             .               .         1022700
55             .               .          988183
56             .               .         1119320
57             .               .         1079970
58             .               .         1100890
59             .               .         1112980
60             .               .         1111160
61             .               .          829760
62             .               .          637882
63             .               .          428451
64             .               .          669548
65             .               .          786362
66             .               .          643725
67             .               .          679754
68             .               .          476443
69             .               .          548343
70             .               .          801317
71             .               .          873036
72             .               .          885596
SH001          .         474.571            .
SH002          .           5.68434e-14      .
SH003          .         463.429            .
SH004          .         421.429            .
SH005          .         432.857            .
SH006          .         426.571            .
SH007          .         440.286            .
SH008          .         434                .
SH009          .         413.286            .
SH010          .         395.429            .
SH011          .          -1.7053e-13       .
SH012          .         144.955            .
SH013          .           1.13687e-13      .
SH014          .         442.571            .
SH015          .         388                .
SH016          .         464.857            .
SH017          .         420.857            .
SH018          .         266.209            .
SH019          .         220.483            .
SH020          .         426.857            .
SH021          .         466                .
SH022          .         447.429            .
SH023          .         415.429            .
SH024          .          17.7634           .
SH025          .           0                .
SH026          .         446.857            .
SH027          .          -5.68434e-14      .
SH028          .         426.857            .
SH029          .          24.9268           .
SH030          .         461.143            .
SH031          .         144.95             .
SH032          .           0                .
SH033          .         422.286            .
SH034          .           0                .
SH035          .         430.857            .
SH036          .         478.286            .
SH037          .         489.143            .
SH038          .          -1.7053e-13       .
SH039          .           0                .
SH040          .           0                .
SH041          .          91.2623           .
SH042          .         160.006            .
SH043          .         455.429            .
SH044          .           0                .
SH045          .          44.8371           .
SH046          .         418                .
SH047          .          -1.7053e-13       .
SH048          .         114.072            .
SH049          .         426.286            .
SH050          .           1.13687e-13      .
SH051          .         383.429            .
SH052          .         460.571            .
